session_id,src_port,dst_port,session_count,timestamp,during
00:00:00:00:00:02,53660,138,14,46557,262
00:00:00:00:00:01,40950,5060,43,46558,134
00:00:00:00:00:03,26397,3306,26,46562,117
00:00:00:00:00:03,15485,465,45,46568,24
00:00:00:00:00:03,34331,22,40,46571,279
00:00:00:00:00:02,45601,8443,24,46571,146
00:00:00:00:00:02,39955,8443,19,46571,286
00:00:00:00:00:02,44308,5061,26,46574,182
00:00:00:00:00:02,2242,5432,7,46575,57
00:00:00:00:00:02,18953,443,19,46577,104
00:00:00:00:00:01,62305,22,35,46578,163
00:00:00:00:00:01,44437,8080,9,46580,287
00:00:00:00:00:02,40830,5432,36,46581,190
00:00:00:00:00:01,38225,8000,2,46588,148
00:00:00:00:00:03,20465,143,36,46590,236
00:00:00:00:00:02,17181,8443,46,46590,15
00:00:00:00:00:03,39291,445,13,46593,31
00:00:00:00:00:03,40628,8080,41,46596,64
00:00:00:00:00:02,40956,443,1,46601,118
00:00:00:00:00:03,46689,443,47,46606,41
00:00:00:00:00:02,65341,8000,13,46606,45
00:00:00:00:00:03,7872,443,43,46606,192
00:00:00:00:00:01,42048,138,37,46608,19
00:00:00:00:00:01,64063,143,27,46608,136
00:00:00:00:00:03,63652,3306,7,46610,290
00:00:00:00:00:03,12360,8443,12,46612,241
00:00:00:00:00:02,46420,8000,45,46614,202
00:00:00:00:00:01,39395,445,41,46616,253
00:00:00:00:00:01,21618,80,17,46626,111
00:00:00:00:00:02,46262,8080,31,46627,244
00:00:00:00:00:01,55958,80,38,46628,205
00:00:00:00:00:03,53645,993,18,46632,232
00:00:00:00:00:01,22074,25,17,46633,161
00:00:00:00:00:01,16176,443,49,46636,156
00:00:00:00:00:03,63530,8000,31,46638,96
00:00:00:00:00:01,62442,21,12,46638,102
00:00:00:00:00:03,40063,8443,16,46639,39
00:00:00:00:00:02,58255,465,50,46640,147
00:00:00:00:00:01,19220,8000,6,46641,224
00:00:00:00:00:03,31301,8443,8,46643,30
00:00:00:00:00:02,29172,80,31,46647,100
00:00:00:00:00:02,13918,8443,44,46649,274
00:00:00:00:00:03,38849,443,41,46651,131
00:00:00:00:00:03,33651,8080,41,46652,145
00:00:00:00:00:02,26785,8000,5,46653,262
00:00:00:00:00:01,42602,80,23,46653,52
00:00:00:00:00:02,48038,8443,4,46660,186
00:00:00:00:00:01,21103,587,39,46661,113
00:00:00:00:00:01,36682,443,5,46663,192
00:00:00:00:00:02,19899,80,30,46665,31
00:00:00:00:00:03,46360,53,6,46666,250
00:00:00:00:00:02,32910,8000,32,46667,9
00:00:00:00:00:03,21227,80,34,46672,43
00:00:00:00:00:02,1316,80,39,46677,255
00:00:00:00:00:01,63683,8000,44,46680,232
00:00:00:00:00:02,47234,8443,44,46683,128
00:00:00:00:00:02,18980,443,42,46684,298
00:00:00:00:00:02,12544,20,22,46685,7
00:00:00:00:00:01,35445,143,6,46685,35
00:00:00:00:00:01,55187,21,17,46687,121
00:00:00:00:00:01,51958,5061,44,46689,15
00:00:00:00:00:02,22210,443,45,46692,83
00:00:00:00:00:01,49479,8080,16,46692,282
00:00:00:00:00:02,7351,8000,41,46694,128
00:00:00:00:00:01,35732,53,21,46695,27
00:00:00:00:00:01,58415,22,5,46701,224
00:00:00:00:00:02,18501,20,5,46705,247
00:00:00:00:00:02,5374,443,2,46705,65
00:00:00:00:00:01,40278,143,48,46711,11
00:00:00:00:00:03,3637,8080,49,46713,240
00:00:00:00:00:03,36127,25,9,46714,133
00:00:00:00:00:02,31341,8080,24,46715,89
00:00:00:00:00:02,55011,8000,26,46718,94
00:00:00:00:00:01,8040,8000,18,46722,121
00:00:00:00:00:03,53233,22,44,46724,145
00:00:00:00:00:01,21656,5061,32,46726,49
00:00:00:00:00:01,51748,587,44,46727,29
00:00:00:00:00:03,31589,995,43,46727,274
00:00:00:00:00:03,29930,8000,3,46728,120
00:00:00:00:00:01,32737,53,36,46731,123
00:00:00:00:00:02,36516,20,13,46733,96
00:00:00:00:00:01,44602,8000,45,46741,89
00:00:00:00:00:01,47453,8000,33,46742,73
00:00:00:00:00:03,18699,53,28,46749,180
00:00:00:00:00:03,42250,20,48,46749,282
00:00:00:00:00:02,37232,443,47,46749,227
00:00:00:00:00:01,29829,53,5,46750,173
00:00:00:00:00:02,23912,143,50,46751,244
00:00:00:00:00:02,60461,443,42,46751,27
00:00:00:00:00:02,8239,143,27,46756,228
00:00:00:00:00:02,16989,20,47,46758,230
00:00:00:00:00:01,59452,139,35,46760,16
00:00:00:00:00:01,1930,80,40,46763,258
00:00:00:00:00:03,8303,993,18,46764,166
00:00:00:00:00:02,22567,53,50,46765,23
00:00:00:00:00:01,42112,8443,26,46765,97
00:00:00:00:00:01,33245,8080,17,46769,281
00:00:00:00:00:01,47780,465,46,46773,277
00:00:00:00:00:01,9734,8443,12,46773,139
00:00:00:00:00:01,60899,443,41,46777,151
00:00:00:00:00:01,25444,8443,23,46782,21
00:00:00:00:00:01,4958,53,4,46788,206
00:00:00:00:00:03,43697,80,48,46789,110
00:00:00:00:00:03,7384,993,47,46791,43
00:00:00:00:00:02,11944,8000,39,46791,254
00:00:00:00:00:01,5958,443,29,46797,297
00:00:00:00:00:01,8683,8000,44,46798,289
00:00:00:00:00:02,9052,443,47,46798,284
00:00:00:00:00:03,60519,465,26,46799,284
00:00:00:00:00:01,32603,5432,48,46799,218
00:00:00:00:00:02,52570,143,41,46800,224
00:00:00:00:00:01,18437,80,17,46800,62
00:00:00:00:00:03,55391,8000,8,46801,293
00:00:00:00:00:03,49963,465,33,46803,6
00:00:00:00:00:01,5309,5432,20,46810,95
00:00:00:00:00:02,22626,995,12,46812,287
00:00:00:00:00:03,65314,8080,34,46812,102
00:00:00:00:00:02,2311,8000,28,46823,293
00:00:00:00:00:02,23573,53,10,46826,155
00:00:00:00:00:01,20425,80,45,46826,94
00:00:00:00:00:03,40710,53,14,46829,289
00:00:00:00:00:01,4298,25,32,46830,79
00:00:00:00:00:02,35674,135,5,46831,26
00:00:00:00:00:02,24707,8443,43,46832,48
00:00:00:00:00:03,3153,25,40,46834,285
00:00:00:00:00:02,56352,8080,20,46839,265
00:00:00:00:00:03,12097,3306,2,46843,118
00:00:00:00:00:02,15022,3306,28,46844,78
00:00:00:00:00:02,41776,22,43,46845,264
00:00:00:00:00:01,42015,53,25,46850,165
00:00:00:00:00:01,34432,8080,40,46852,57
00:00:00:00:00:02,62667,53,42,46856,85
00:00:00:00:00:02,46570,3306,39,46857,196
00:00:00:00:00:01,9778,8080,11,46858,221
00:00:00:00:00:01,27900,8443,10,46858,127
00:00:00:00:00:03,49176,80,28,46860,201
00:00:00:00:00:02,17721,443,16,46861,113
00:00:00:00:00:01,57148,443,17,46864,220
00:00:00:00:00:02,28213,443,38,46865,13
00:00:00:00:00:03,62966,995,23,46872,105
00:00:00:00:00:03,11886,8000,32,46874,147
00:00:00:00:00:03,27823,8000,25,46874,212
00:00:00:00:00:02,8549,80,48,46877,216
00:00:00:00:00:02,4242,80,14,46879,291
00:00:00:00:00:03,31344,8443,36,46885,154
00:00:00:00:00:03,44539,25,29,46889,194
00:00:00:00:00:01,41270,8443,33,46889,292
00:00:00:00:00:01,4426,80,50,46890,183
00:00:00:00:00:02,64665,8080,29,46890,194
00:00:00:00:00:02,27406,3306,10,46892,149
00:00:00:00:00:02,1942,8443,4,46892,165
00:00:00:00:00:01,15818,8000,12,46893,202
00:00:00:00:00:03,17598,22,29,46898,219
00:00:00:00:00:02,16364,443,16,46899,183
00:00:00:00:00:02,6537,5432,19,46900,147
00:00:00:00:00:02,34409,8443,8,46905,255
00:00:00:00:00:01,26542,80,28,46905,257
00:00:00:00:00:03,16627,80,42,46905,117
00:00:00:00:00:03,63025,443,18,46908,207
00:00:00:00:00:02,58755,8080,1,46908,122
00:00:00:00:00:01,36038,443,15,46910,150
00:00:00:00:00:02,41829,995,45,46912,163
00:00:00:00:00:01,20418,80,8,46915,29
00:00:00:00:00:02,41539,53,2,46916,194
00:00:00:00:00:01,64721,443,20,46920,256
00:00:00:00:00:01,20072,143,8,46922,154
00:00:00:00:00:03,25811,53,5,46922,265
00:00:00:00:00:02,20335,143,47,46925,37
00:00:00:00:00:03,21278,80,13,46928,19
00:00:00:00:00:02,56145,8000,28,46930,5
00:00:00:00:00:02,25762,25,20,46930,287
00:00:00:00:00:03,5899,21,34,46932,135
00:00:00:00:00:01,51374,80,36,46933,261
00:00:00:00:00:02,51812,8080,28,46936,121
00:00:00:00:00:02,18552,3306,21,46936,105
00:00:00:00:00:01,30540,465,41,46940,256
00:00:00:00:00:02,62198,3306,9,46943,224
00:00:00:00:00:01,44216,21,14,46943,141
00:00:00:00:00:01,20602,443,42,46944,154
00:00:00:00:00:03,62190,25,28,46945,110
00:00:00:00:00:03,50793,8080,2,46949,85
00:00:00:00:00:03,28920,8443,41,46950,271
00:00:00:00:00:02,60998,8000,33,46952,102
00:00:00:00:00:03,63836,8443,47,46954,4
00:00:00:00:00:01,49163,465,19,46956,53
00:00:00:00:00:03,57672,8443,48,46957,43
00:00:00:00:00:01,12463,443,43,46958,48
00:00:00:00:00:02,10972,8080,7,46962,245
00:00:00:00:00:01,2259,8080,45,46962,246
00:00:00:00:00:03,22154,443,32,46962,155
00:00:00:00:00:03,55766,8443,50,46964,160
00:00:00:00:00:03,1764,443,22,46964,219
00:00:00:00:00:02,4209,8443,26,46966,160
00:00:00:00:00:03,65375,143,23,46967,42
00:00:00:00:00:01,6286,443,27,46970,226
00:00:00:00:00:02,18072,443,34,46973,285
00:00:00:00:00:02,65144,80,44,46974,147
00:00:00:00:00:01,64670,443,38,46974,177
00:00:00:00:00:03,55509,80,23,46976,269
00:00:00:00:00:03,56609,80,34,46976,229
00:00:00:00:00:02,56566,135,3,46976,259
00:00:00:00:00:03,64801,5432,8,46979,194
00:00:00:00:00:02,20266,25,18,46980,78
00:00:00:00:00:03,1835,8000,34,46986,254
00:00:00:00:00:03,6499,8080,16,46989,60
00:00:00:00:00:01,47317,20,12,46989,53
00:00:00:00:00:01,64700,8443,30,46992,268
00:00:00:00:00:02,4930,5061,6,46993,282
00:00:00:00:00:03,31195,3306,32,46996,249
00:00:00:00:00:02,44267,5432,49,46996,94
00:00:00:00:00:03,56885,22,9,46998,84
00:00:00:00:00:01,47781,5432,28,47001,250
00:00:00:00:00:01,37274,443,6,47004,220
00:00:00:00:00:01,41467,3306,38,47015,175
00:00:00:00:00:02,18736,587,14,47015,270
00:00:00:00:00:01,14405,8000,15,47017,208
00:00:00:00:00:03,36130,443,32,47017,109
00:00:00:00:00:03,41462,8443,39,47022,260
00:00:00:00:00:02,1571,21,20,47023,222
00:00:00:00:00:01,23834,8000,32,47025,116
00:00:00:00:00:02,42016,22,11,47028,73
00:00:00:00:00:03,52101,995,6,47030,177
00:00:00:00:00:01,39669,443,38,47035,55
00:00:00:00:00:03,7344,445,31,47036,272
00:00:00:00:00:02,26778,80,18,47036,256
00:00:00:00:00:02,44835,25,2,47037,60
00:00:00:00:00:02,16926,8443,45,47041,186
00:00:00:00:00:03,59455,8080,45,47041,120
00:00:00:00:00:01,29064,110,21,47043,183
00:00:00:00:00:02,15462,443,3,47046,56
00:00:00:00:00:02,46499,587,42,47046,229
00:00:00:00:00:02,37293,8000,47,47050,52
00:00:00:00:00:01,51953,443,41,47051,110
00:00:00:00:00:03,45317,8443,29,47051,216
00:00:00:00:00:01,44110,8443,23,47052,277
00:00:00:00:00:02,26958,8080,26,47053,125
00:00:00:00:00:03,9979,8443,37,47055,169
00:00:00:00:00:03,64929,443,3,47056,290
00:00:00:00:00:01,58011,53,35,47057,56
00:00:00:00:00:03,46215,143,16,47059,123
00:00:00:00:00:01,18005,8080,23,47062,91
00:00:00:00:00:02,16629,443,3,47063,141
00:00:00:00:00:03,60973,8000,5,47064,194
00:00:00:00:00:03,4013,8000,49,47065,35
00:00:00:00:00:01,61532,143,15,47066,28
00:00:00:00:00:03,35338,137,8,47067,19
00:00:00:00:00:03,12353,8080,17,47068,154
00:00:00:00:00:03,43811,5061,30,47068,238
00:00:00:00:00:02,6748,21,36,47068,195
00:00:00:00:00:03,45928,8443,40,47069,15
00:00:00:00:00:01,37685,5432,30,47070,32
00:00:00:00:00:02,30292,8080,25,47073,90
00:00:00:00:00:03,35916,8000,1,47073,50
00:00:00:00:00:01,16670,8080,6,47080,151
00:00:00:00:00:02,4558,80,37,47080,232
00:00:00:00:00:01,21953,445,14,47084,289
00:00:00:00:00:02,12763,22,18,47086,121
00:00:00:00:00:01,4600,80,6,47090,20
00:00:00:00:00:01,33231,53,37,47091,203
00:00:00:00:00:03,7991,993,1,47093,2
00:00:00:00:00:02,24182,8080,7,47099,71
00:00:00:00:00:03,25702,80,17,47100,2
00:00:00:00:00:02,43126,5061,25,47101,257
00:00:00:00:00:03,17344,80,17,47104,75
00:00:00:00:00:02,22569,53,9,47105,53
00:00:00:00:00:03,50625,80,10,47107,113
00:00:00:00:00:02,13527,8443,19,47107,241
00:00:00:00:00:01,3351,443,40,47114,191
00:00:00:00:00:03,45508,8080,42,47115,175
00:00:00:00:00:01,23584,22,13,47115,69
00:00:00:00:00:01,48339,22,12,47119,239
00:00:00:00:00:03,37488,8443,45,47120,82
00:00:00:00:00:01,46257,80,30,47120,105
00:00:00:00:00:02,37246,20,50,47121,66
00:00:00:00:00:01,64335,8443,20,47122,147
00:00:00:00:00:01,50792,53,20,47122,130
00:00:00:00:00:03,11927,5060,32,47124,40
00:00:00:00:00:03,14147,53,27,47126,66
00:00:00:00:00:01,17975,443,6,47127,98
00:00:00:00:00:03,30171,53,34,47127,36
00:00:00:00:00:01,60032,80,42,47132,286
00:00:00:00:00:02,45433,3306,46,47132,224
00:00:00:00:00:03,14010,8443,35,47132,156
00:00:00:00:00:02,28421,22,13,47133,10
00:00:00:00:00:02,35466,8080,9,47135,280
00:00:00:00:00:02,11869,5432,36,47136,1
00:00:00:00:00:03,36083,443,50,47136,143
00:00:00:00:00:03,26182,22,7,47138,185
00:00:00:00:00:01,9602,80,43,47139,114
00:00:00:00:00:02,58649,5061,48,47139,266
00:00:00:00:00:01,16813,20,30,47141,56
00:00:00:00:00:02,18519,8443,43,47144,145
00:00:00:00:00:02,1566,3306,46,47145,142
00:00:00:00:00:01,8512,5061,30,47146,20
00:00:00:00:00:03,49831,443,25,47146,251
00:00:00:00:00:02,37137,443,34,47150,300
00:00:00:00:00:03,53751,8443,33,47153,131
00:00:00:00:00:01,22539,443,40,47160,229
00:00:00:00:00:02,35083,8000,7,47163,131
00:00:00:00:00:03,31493,5060,35,47163,211
00:00:00:00:00:03,37414,587,2,47169,121
00:00:00:00:00:02,39727,8443,5,47169,260
00:00:00:00:00:02,8407,8000,23,47173,122
00:00:00:00:00:02,44940,3306,32,47175,64
00:00:00:00:00:02,60263,8000,19,47176,107
00:00:00:00:00:01,26285,465,27,47181,294
00:00:00:00:00:01,55448,3306,46,47181,257
00:00:00:00:00:02,36504,443,44,47182,29
00:00:00:00:00:03,11452,53,46,47182,243
00:00:00:00:00:03,26508,8000,44,47184,182
00:00:00:00:00:02,58172,443,46,47184,242
00:00:00:00:00:01,34405,138,6,47191,23
00:00:00:00:00:03,30466,8080,12,47195,148
00:00:00:00:00:03,21851,443,7,47196,153
00:00:00:00:00:03,24474,993,13,47198,260
00:00:00:00:00:01,47588,8080,32,47199,92
00:00:00:00:00:01,60826,8000,44,47201,151
00:00:00:00:00:03,33938,587,12,47201,1
00:00:00:00:00:01,36069,21,46,47205,253
00:00:00:00:00:01,55008,53,45,47208,239
00:00:00:00:00:03,50244,22,34,47208,16
00:00:00:00:00:01,58579,139,11,47209,48
00:00:00:00:00:03,35552,8443,1,47211,54
00:00:00:00:00:03,28975,587,14,47211,285
00:00:00:00:00:03,52500,465,33,47212,37
00:00:00:00:00:03,36774,138,46,47213,82
00:00:00:00:00:01,33631,8080,41,47213,85
00:00:00:00:00:01,4264,8443,47,47216,166
00:00:00:00:00:03,18825,587,47,47218,237
00:00:00:00:00:02,27497,443,12,47224,249
00:00:00:00:00:03,62709,8443,13,47225,28
00:00:00:00:00:01,57330,443,12,47227,59
00:00:00:00:00:01,40168,143,41,47232,90
00:00:00:00:00:03,41073,8443,11,47232,275
00:00:00:00:00:02,11203,135,22,47232,196
00:00:00:00:00:02,27215,5060,8,47233,151
00:00:00:00:00:02,23109,8080,1,47234,240
00:00:00:00:00:02,19181,443,26,47245,120
00:00:00:00:00:02,23484,8080,32,47246,59
00:00:00:00:00:01,35819,80,19,47248,17
00:00:00:00:00:02,17953,587,42,47248,230
00:00:00:00:00:03,38138,443,27,47252,24
00:00:00:00:00:02,8028,110,1,47253,122
00:00:00:00:00:02,21511,5432,30,47256,277
00:00:00:00:00:02,28397,20,27,47259,231
00:00:00:00:00:03,64070,53,26,47261,16
00:00:00:00:00:02,52789,8443,10,47261,37
00:00:00:00:00:03,38575,143,41,47263,94
00:00:00:00:00:02,65073,143,4,47265,227
00:00:00:00:00:01,54743,8000,21,47272,19
00:00:00:00:00:03,5017,5061,18,47272,292
00:00:00:00:00:02,36117,110,47,47272,20
00:00:00:00:00:02,51896,25,19,47273,32
00:00:00:00:00:03,3174,110,23,47274,133
00:00:00:00:00:03,5065,21,34,47282,24
00:00:00:00:00:03,46769,5432,17,47283,24
00:00:00:00:00:02,18567,80,21,47283,189
00:00:00:00:00:01,19636,80,24,47288,275
00:00:00:00:00:03,33202,443,7,47289,270
00:00:00:00:00:02,63087,22,36,47289,111
00:00:00:00:00:02,15530,443,34,47292,110
00:00:00:00:00:01,29126,3306,9,47293,261
00:00:00:00:00:02,17060,443,3,47293,215
00:00:00:00:00:03,9201,80,29,47293,157
00:00:00:00:00:02,2103,3306,27,47294,44
00:00:00:00:00:01,58081,21,13,47295,226
00:00:00:00:00:01,48764,53,4,47296,58
00:00:00:00:00:02,4406,8443,24,47297,257
00:00:00:00:00:03,5369,110,39,47298,186
00:00:00:00:00:01,48210,25,34,47299,21
00:00:00:00:00:02,58677,8000,46,47301,102
00:00:00:00:00:02,57591,80,41,47302,160
00:00:00:00:00:02,22774,8000,20,47304,155
00:00:00:00:00:03,21003,139,23,47313,272
00:00:00:00:00:03,59869,8443,39,47314,159
00:00:00:00:00:02,26868,443,19,47315,133
00:00:00:00:00:02,39490,80,7,47317,256
00:00:00:00:00:02,51355,21,18,47320,216
00:00:00:00:00:02,32177,22,7,47322,157
00:00:00:00:00:02,14084,80,43,47325,67
00:00:00:00:00:01,6474,80,35,47327,297
00:00:00:00:00:02,56283,443,18,47328,180
00:00:00:00:00:02,62085,139,4,47329,177
00:00:00:00:00:02,37837,53,49,47330,90
00:00:00:00:00:01,29924,53,13,47332,285
00:00:00:00:00:02,43082,80,42,47333,95
00:00:00:00:00:02,55259,8080,21,47336,46
00:00:00:00:00:02,54909,443,26,47340,296
00:00:00:00:00:01,55624,8443,33,47342,130
00:00:00:00:00:03,25179,5061,42,47346,217
00:00:00:00:00:03,47869,8443,37,47348,26
00:00:00:00:00:01,16791,8443,35,47348,43
00:00:00:00:00:03,48455,443,6,47348,280
00:00:00:00:00:03,4867,443,25,47349,229
00:00:00:00:00:01,25984,22,14,47350,27
00:00:00:00:00:01,56491,995,15,47351,9
00:00:00:00:00:02,45041,8080,14,47352,59
00:00:00:00:00:02,7779,8080,27,47356,115
00:00:00:00:00:02,64177,8443,44,47356,125
00:00:00:00:00:01,29140,443,10,47358,237
00:00:00:00:00:03,45938,5432,30,47363,48
00:00:00:00:00:02,34907,22,33,47364,143
00:00:00:00:00:02,31993,443,41,47365,185
00:00:00:00:00:02,58777,5432,8,47365,227
00:00:00:00:00:03,50466,53,14,47367,79
00:00:00:00:00:02,1855,5061,13,47369,55
00:00:00:00:00:02,33280,5432,1,47370,230
00:00:00:00:00:02,19690,143,35,47370,1
00:00:00:00:00:02,45786,20,8,47371,268
00:00:00:00:00:02,48357,5432,41,47372,136
00:00:00:00:00:02,59314,8080,20,47373,224
00:00:00:00:00:03,27866,80,46,47384,82
00:00:00:00:00:03,35568,465,16,47384,113
00:00:00:00:00:02,25738,443,8,47387,264
00:00:00:00:00:01,22208,80,16,47391,87
00:00:00:00:00:01,65401,443,25,47392,40
00:00:00:00:00:01,17541,443,16,47393,134
00:00:00:00:00:01,54658,8443,7,47398,239
00:00:00:00:00:03,58633,80,8,47400,288
00:00:00:00:00:02,39734,8000,21,47403,32
00:00:00:00:00:01,41056,443,30,47406,300
00:00:00:00:00:03,57515,80,26,47409,150
00:00:00:00:00:01,5832,993,18,47409,285
00:00:00:00:00:02,41039,8000,10,47411,160
00:00:00:00:00:02,18116,8000,37,47411,164
00:00:00:00:00:02,41156,53,24,47413,247
00:00:00:00:00:03,5448,993,18,47414,282
00:00:00:00:00:02,10947,465,29,47414,286
00:00:00:00:00:01,18604,8080,42,47415,295
00:00:00:00:00:01,16404,80,44,47418,59
00:00:00:00:00:02,42697,8443,11,47418,143
00:00:00:00:00:02,55929,22,26,47426,243
00:00:00:00:00:02,31178,143,13,47427,146
00:00:00:00:00:02,1879,22,27,47429,34
00:00:00:00:00:01,1561,20,32,47429,279
00:00:00:00:00:01,37807,995,19,47430,264
00:00:00:00:00:02,31471,8443,19,47432,192
00:00:00:00:00:01,4886,993,19,47438,293
00:00:00:00:00:02,41080,3306,37,47442,140
00:00:00:00:00:01,57525,80,33,47442,149
00:00:00:00:00:03,40239,53,48,47444,108
00:00:00:00:00:01,48756,8000,20,47444,244
00:00:00:00:00:03,50352,995,40,47444,88
00:00:00:00:00:03,9096,80,14,47447,151
00:00:00:00:00:03,57315,25,18,47449,130
00:00:00:00:00:02,46995,443,18,47449,21
00:00:00:00:00:01,64648,8443,22,47450,258
00:00:00:00:00:01,46676,5432,25,47452,15
00:00:00:00:00:03,8892,443,39,47452,147
00:00:00:00:00:01,52885,8000,16,47453,287
00:00:00:00:00:01,20391,110,21,47453,143
00:00:00:00:00:02,10906,5060,8,47458,285
00:00:00:00:00:01,55108,21,29,47462,82
00:00:00:00:00:01,55366,8443,6,47462,280
00:00:00:00:00:02,40597,21,44,47463,83
00:00:00:00:00:03,10034,443,20,47464,289
00:00:00:00:00:02,53203,8000,36,47465,209
00:00:00:00:00:01,7524,8000,5,47468,21
00:00:00:00:00:01,9501,80,1,47469,236
00:00:00:00:00:03,34516,135,12,47470,225
00:00:00:00:00:03,22465,587,5,47470,98
00:00:00:00:00:03,32150,135,3,47472,266
00:00:00:00:00:03,37036,995,14,47472,106
00:00:00:00:00:01,5386,8080,37,47474,258
00:00:00:00:00:03,54843,443,36,47474,66
00:00:00:00:00:01,26189,22,44,47475,83
00:00:00:00:00:01,55948,25,39,47478,10
00:00:00:00:00:01,37528,8443,7,47480,153
00:00:00:00:00:01,23882,25,14,47480,240
00:00:00:00:00:02,53769,20,16,47482,147
00:00:00:00:00:03,54187,20,23,47482,29
00:00:00:00:00:01,59832,110,29,47483,125
00:00:00:00:00:03,40258,8443,48,47484,142
00:00:00:00:00:03,54224,8080,31,47489,22
00:00:00:00:00:02,57324,8000,41,47490,88
00:00:00:00:00:03,50590,443,41,47492,218
00:00:00:00:00:02,18854,8080,43,47493,300
00:00:00:00:00:01,11788,143,41,47495,106
00:00:00:00:00:03,44197,8000,25,47495,133
00:00:00:00:00:03,60039,443,33,47496,100
00:00:00:00:00:01,35251,8080,24,47499,81
00:00:00:00:00:03,3154,995,14,47499,98
00:00:00:00:00:03,51217,8080,23,47502,57
00:00:00:00:00:02,51744,8080,37,47504,36
00:00:00:00:00:03,9878,22,36,47505,20
00:00:00:00:00:02,16413,8443,38,47506,57
00:00:00:00:00:03,48727,80,44,47506,69
00:00:00:00:00:03,35250,8000,40,47509,187
00:00:00:00:00:01,7143,8443,42,47510,233
00:00:00:00:00:02,62729,443,3,47511,54
00:00:00:00:00:03,46749,443,23,47513,110
00:00:00:00:00:03,35885,8080,31,47514,191
00:00:00:00:00:01,10805,8000,8,47514,216
00:00:00:00:00:02,7665,138,5,47515,156
00:00:00:00:00:02,11928,80,9,47516,267
00:00:00:00:00:01,35496,5432,14,47518,105
00:00:00:00:00:01,1111,143,40,47525,29
00:00:00:00:00:01,56190,110,40,47529,167
00:00:00:00:00:03,21415,8000,31,47529,45
00:00:00:00:00:01,51875,993,48,47531,300
00:00:00:00:00:02,34332,110,8,47534,191
00:00:00:00:00:02,43708,8080,39,47536,180
00:00:00:00:00:02,17077,80,27,47538,209
00:00:00:00:00:03,1963,3306,5,47538,11
00:00:00:00:00:03,15224,8443,13,47539,9
00:00:00:00:00:03,1582,5060,16,47544,159
00:00:00:00:00:01,35719,8080,44,47547,197
00:00:00:00:00:03,49316,8000,6,47548,286
00:00:00:00:00:01,39275,21,4,47552,64
00:00:00:00:00:02,49321,80,42,47554,185
00:00:00:00:00:02,21145,80,47,47556,37
00:00:00:00:00:03,12470,443,29,47559,115
00:00:00:00:00:02,21421,993,7,47560,11
00:00:00:00:00:03,53305,8080,12,47563,158
00:00:00:00:00:03,59402,8000,8,47565,248
00:00:00:00:00:03,3172,8000,35,47569,152
00:00:00:00:00:01,64104,25,5,47571,167
00:00:00:00:00:01,56082,8080,39,47571,30
00:00:00:00:00:02,47466,443,43,47573,99
00:00:00:00:00:01,8889,80,42,47574,85
00:00:00:00:00:01,25190,8443,43,47575,87
00:00:00:00:00:02,20801,445,1,47575,228
00:00:00:00:00:01,58237,53,22,47580,156
00:00:00:00:00:01,34154,8000,49,47583,274
00:00:00:00:00:03,39908,465,46,47583,286
00:00:00:00:00:01,53378,8000,24,47585,60
00:00:00:00:00:02,14441,80,38,47591,75
00:00:00:00:00:02,28500,53,37,47594,7
00:00:00:00:00:02,56348,5060,7,47595,24
00:00:00:00:00:03,44036,995,5,47596,144
00:00:00:00:00:02,31122,80,31,47597,6
00:00:00:00:00:01,48745,21,27,47600,235
00:00:00:00:00:03,12115,5061,18,47605,167
00:00:00:00:00:02,8935,443,49,47608,8
00:00:00:00:00:03,26394,21,26,47608,236
00:00:00:00:00:01,48781,8443,34,47610,12
00:00:00:00:00:03,23576,25,28,47612,35
00:00:00:00:00:03,36680,143,35,47614,223
00:00:00:00:00:01,45381,143,45,47620,281
00:00:00:00:00:03,63030,993,1,47621,54
00:00:00:00:00:01,11200,8443,47,47623,125
00:00:00:00:00:03,9361,5061,16,47624,231
00:00:00:00:00:01,41238,80,44,47627,13
00:00:00:00:00:01,50368,443,8,47629,39
00:00:00:00:00:02,25963,995,23,47629,262
00:00:00:00:00:01,21441,5060,2,47630,68
00:00:00:00:00:01,19387,53,19,47635,15
00:00:00:00:00:02,27454,587,31,47639,10
00:00:00:00:00:03,53681,443,46,47645,183
00:00:00:00:00:02,65426,8443,12,47648,54
00:00:00:00:00:01,56687,80,48,47650,126
00:00:00:00:00:01,21096,53,8,47652,234
00:00:00:00:00:02,43278,993,24,47652,270
00:00:00:00:00:03,33748,8000,25,47653,230
00:00:00:00:00:01,46774,8000,40,47655,53
00:00:00:00:00:03,7815,53,41,47655,264
00:00:00:00:00:01,19896,80,1,47657,142
00:00:00:00:00:02,38279,443,15,47658,122
00:00:00:00:00:03,31322,8443,42,47658,284
00:00:00:00:00:01,45074,8080,23,47658,20
00:00:00:00:00:01,41897,8443,48,47659,177
00:00:00:00:00:02,46028,5060,38,47663,72
00:00:00:00:00:03,2706,443,9,47665,42
00:00:00:00:00:03,45029,5060,33,47667,23
00:00:00:00:00:02,53787,5432,37,47669,260
00:00:00:00:00:03,41444,5060,29,47670,96
00:00:00:00:00:02,37341,443,17,47673,13
00:00:00:00:00:01,35127,143,2,47673,137
00:00:00:00:00:02,52612,8000,50,47674,204
00:00:00:00:00:03,25180,443,47,47675,295
00:00:00:00:00:02,34174,465,9,47676,138
00:00:00:00:00:03,19640,21,37,47678,269
